explizit	implizit	klar und direkt gesagt	nicht direkt gesagt, aber mitgemeint	Она сформулировала свое требование прямо и недвусмысленно.	Упрек прозвучал только между строк.	Sie formulierte ihre Forderung explizit und ohne Umschweife.	Der Vorwurf blieb implizit, war aber für alle deutlich spürbar.	antonym::pair level::c1 domain::communication domain::argumentation
kühl	emotional	distanziert und wenig gefühlsbetont	stark von Gefühlen geprägt	Его ответ звучал почти холодно.	Она, напротив, говорила очень эмоционально.	Seine Antwort klang ziemlich kühl.	Sie sprach dagegen sehr emotional.	antonym::pair level::c1 domain::emotion
kunstvoll	plump	mit viel Können und Feingefühl gestaltet	grob und ohne Feingefühl gemacht	Фасад здания украшен очень искусно.	Внутри ремонт выполнен на удивление грубо.	Die Fassade ist kunstvoll gestaltet.	Im Inneren wirkt die Renovierung eher plump.	antonym::pair level::c1 domain::style
kurzsichtig	weitsichtig	nur an die nahe Zukunft denkend	mit Blick auf spätere Folgen	Такое решение слишком недальновидно.	Ее стратегия выглядит гораздо дальновиднее.	Eine solche Entscheidung ist kurzsichtig.	Ihre Strategie wirkt deutlich weitsichtiger.	antonym::pair level::c1 domain::thinking
labil	stabil	leicht aus dem Gleichgewicht geratend	fest und ausgeglichen	После стресса он был психологически нестабилен.	В новой среде она теперь уже чувствует себя гораздо увереннее.	Nach der Belastung war er psychisch labil.	In der neuen Umgebung fühlt sie sich inzwischen deutlich stabiler.	antonym::pair level::c1 domain::emotion
langfristig	kurzfristig	auf lange Zeit angelegt	nur für die nahe Zukunft gedacht	Нам нужен долгосрочный план.	Такое решение помогает лишь в ближайшей перспективе.	Wir brauchen eine langfristige Strategie.	Diese Maßnahme hilft nur kurzfristig.	antonym::pair level::c1 domain::organization
lebhaft	träge	voller Energie und Bewegung	langsam und ohne Schwung	Обсуждение получилось очень оживленным.	После обеда работа шла вяло.	Die Diskussion verlief lebhaft.	Nach dem Mittag lief die Arbeit eher träge.	antonym::pair level::c1 domain::evaluation
leiden	genießen	etwas Schmerzhaftes oder Belastendes ertragen	etwas mit Freude erleben	Многие пациенты страдают от жары.	На выходных она просто наслаждается тишиной.	Viele Patienten leiden unter der Hitze.	Am Wochenende kann sie die Ruhe richtig genießen.	antonym::pair level::c1 domain::emotion
leistungsfähig	schwach	zu guter Leistung fähig	mit wenig Kraft oder Wirkung	Наша сеть сейчас снова полностью работоспособна.	Без обновления система остается слишком слабой.	Unser Netz ist wieder voll leistungsfähig.	Ohne Updates bleibt das System zu schwach.	antonym::pair level::c1 domain::technology
liberal	autoritär	für Freiheit und Offenheit eintretend	streng auf Gehorsam und Kontrolle ausgerichtet	Его взгляды в социальных вопросах довольно либеральны.	Стиль управления в этой фирме слишком авторитарный.	Seine Positionen in Sozialfragen sind recht liberal.	Der Führungsstil in dieser Firma ist zu autoritär.	antonym::pair level::c1 domain::politics
locker	verkrampft	entspannt und natürlich	innerlich angespannt und gehemmt	В новой группе атмосфера была очень непринужденной.	Перед камерой он выглядел заметно скованным.	In der neuen Gruppe war die Stimmung locker.	Vor der Kamera wirkte er ziemlich verkrampft.	antonym::pair level::c1 domain::behavior
loyal	illoyal	treu und zuverlässig zu jemandem stehend	nicht treu und gegen gemeinsame Interessen handelnd	Она всегда оставалась верной своей команде.	Он повел себя по отношению к своей команде крайне нелояльно.	Sie blieb ihrer Mannschaft stets loyal.	Er verhielt sich seiner Mannschaft gegenüber ausgesprochen illoyal.	antonym::pair level::c1 domain::work
maßvoll	exzessiv	in vernünftigem Maß und nicht zu viel	weit über ein normales Maß hinaus	Он потребляет алкоголь очень умеренно.	Расходы на кампанию оказались чрезмерными.	Er geht sehr maßvoll mit Alkohol um.	Die Ausgaben für die Kampagne waren exzessiv.	antonym::pair level::c1 domain::evaluation
massiv	fragil	schwer, stark und stabil	zerbrechlich und leicht beschädigbar	Опора выглядит очень массивной.	Старая конструкция, напротив, кажется хрупкой.	Die Stütze wirkt sehr massiv.	Die alte Konstruktion ist dagegen eher fragil.	antonym::pair level::c1 domain::material
materialistisch	idealistisch	stark auf Besitz und materiellen Nutzen bezogen	von Ideen und Werten geleitet	Его решение было продиктовано сугубо материальными интересами.	В юности она была гораздо более идеалистичной.	Seine Entscheidung war stark materialistisch geprägt.	In ihrer Jugend dachte sie deutlich idealistischer.	antonym::pair level::c1 domain::thinking
methodisch	unstrukturiert	nach klarem Verfahren und Plan	ohne klare Ordnung oder Aufbau	Она подходит к исследованию очень системно.	Его презентация выглядела совершенно хаотичной.	Sie geht methodisch an die Untersuchung heran.	Seine Präsentation wirkte völlig unstrukturiert.	antonym::pair level::c1 domain::work
misslingen	gelingen	nicht den gewünschten Erfolg haben	so klappen wie geplant	Без подготовки такая акция легко может провалиться.	С хорошей командой этот запуск вполне удастся.	Ohne Vorbereitung kann eine solche Aktion leicht misslingen.	Mit einem guten Team kann der Start gelingen.	antonym::pair level::c1 domain::process
mobil	unbeweglich	beweglich und nicht an einen Ort gebunden	gar nicht oder kaum beweglich	После операции он наконец снова подвижен.	Старый механизм полностью заклинило.	Nach der Operation ist er wieder mobil.	Der alte Mechanismus ist völlig unbeweglich.	antonym::pair level::c1 domain::body
moderat	radikal	mäßig und nicht extrem	grundlegend und sehr weitgehend	Комиссия предложила умеренные изменения.	Его решение, напротив, было слишком радикальным.	Die Kommission schlug moderate Änderungen vor.	Sein Vorschlag war dagegen ziemlich radikal.	antonym::pair level::c1 domain::politics
naheliegend	fernliegend	logisch und gut vorstellbar	kaum glaubhaft oder sehr unwahrscheinlich	Такое объяснение кажется вполне логичным.	Версия заговора звучит слишком надуманно.	Eine solche Erklärung ist naheliegend.	Die Verschwörungsthese wirkt eher fernliegend.	antonym::pair level::c1 domain::argumentation
nüchtern	emotional	sachlich und ohne Pathos	stark von Gefühlen geprägt	Отчет написан очень сухо и трезво.	Ее ответ на сцене был куда более эмоциональным.	Der Bericht ist sehr nüchtern geschrieben.	Ihre Reaktion auf der Bühne war viel emotionaler.	antonym::pair level::c1 domain::style
offensiv	defensiv	angreifend und nach vorn gerichtet	eher abwehrend und vorsichtig	В дебатах он сразу пошел в атаку.	Адвокат выбрал скорее осторожную оборонительную тактику.	In der Debatte trat er sehr offensiv auf.	Der Anwalt wählte eher eine defensive Strategie.	antonym::pair level::c1 domain::argumentation
